"objectClass","attributeID","name","whenCreated","whenChanged","event"
"attributeSchema","1.2.840.113556.1.2.596","ms-Exch-House-Identifier","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.2.593","ms-Exch-LabeledURI","2009-02-11 18:37:13","2015-09-07 13:05:38","2009-02-11"
"attributeSchema","1.2.840.113556.1.2.104","ms-Exch-Owner-BL","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1693","ms-FRS-Hub-Member","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1692","ms-FRS-Topology-Pref","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1999","ms-FVE-KeyPackage","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1965","ms-FVE-RecoveryGuid","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1964","ms-FVE-RecoveryPassword","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1998","ms-FVE-VolumeGuid","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1821","ms-ieee-80211-Data","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1822","ms-ieee-80211-Data-Type","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1823","ms-ieee-80211-ID","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.671","Msi-File-List","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1786","ms-IIS-FTP-Dir","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1785","ms-IIS-FTP-Root","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.2053","ms-Imaging-PSP-Identifier","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.2054","ms-Imaging-PSP-String","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.814","Msi-Script","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.845","Msi-Script-Name","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.15","Msi-Script-Path","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.846","Msi-Script-Size","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.923","MSMQ-Authenticate","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.920","MSMQ-Base-Priority","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.933","MSMQ-Computer-Type","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1417","MSMQ-Computer-Type-Ex","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.946","MSMQ-Cost","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.940","MSMQ-CSP-Name","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1239","MSMQ-Dependent-Client-Service","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1226","MSMQ-Dependent-Client-Services","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.948","MSMQ-Digests","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.966","MSMQ-Digests-Mig","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1238","MSMQ-Ds-Service","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1228","MSMQ-Ds-Services","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.936","MSMQ-Encrypt-Key","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.934","MSMQ-Foreign","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.929","MSMQ-In-Routing-Servers","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1308","MSMQ-Interval1","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1309","MSMQ-Interval2","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.918","MSMQ-Journal","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.921","MSMQ-Journal-Quota","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.922","MSMQ-Label","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1415","MSMQ-Label-Ex","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.941","MSMQ-Long-Lived","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.952","MSMQ-Migrated","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1714","MSMQ-Multicast-Address","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.939","MSMQ-Name-Style","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.964","MSMQ-Nt4-Flags","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.960","MSMQ-Nt4-Stub","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.935","MSMQ-OS-Type","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.928","MSMQ-Out-Routing-Servers","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.925","MSMQ-Owner-ID","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1225","MSMQ-Prev-Site-Gates","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.924","MSMQ-Privacy-Level","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.951","MSMQ-QM-ID","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.963","MSMQ-Queue-Journal-Quota","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1243","MSMQ-Queue-Name-Ext","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.962","MSMQ-Queue-Quota","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.917","MSMQ-Queue-Type","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.919","MSMQ-Quota","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1695","MSMQ-Recipient-FormatName","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1237","MSMQ-Routing-Service","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1227","MSMQ-Routing-Services","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1713","MSMQ-Secured-Source","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.950","MSMQ-Services","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.930","MSMQ-Service-Type","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.947","MSMQ-Sign-Certificates","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.967","MSMQ-Sign-Certificates-Mig","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.937","MSMQ-Sign-Key","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.943","MSMQ-Site-1","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.944","MSMQ-Site-2","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.961","MSMQ-Site-Foreign","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.945","MSMQ-Site-Gates","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1310","MSMQ-Site-Gates-Mig","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.953","MSMQ-Site-ID","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.965","MSMQ-Site-Name","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1416","MSMQ-Site-Name-Ex","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.927","MSMQ-Sites","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.926","MSMQ-Transactional","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1337","MSMQ-User-Sid","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.942","MSMQ-Version","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1952","ms-net-ieee-80211-GP-PolicyData","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1951","ms-net-ieee-80211-GP-PolicyGUID","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1953","ms-net-ieee-80211-GP-PolicyReserved","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1955","ms-net-ieee-8023-GP-PolicyData","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1954","ms-net-ieee-8023-GP-PolicyGUID","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1956","ms-net-ieee-8023-GP-PolicyReserved","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1119","msNPAllowDialin","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1123","msNPCalledStationID","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1124","msNPCallingStationID","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1130","msNPSavedCallingStationID","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1894","ms-PKI-AccountCredentials","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1674","ms-PKI-Certificate-Application-Policy","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1432","ms-PKI-Certificate-Name-Flag","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1439","ms-PKI-Certificate-Policy","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1436","ms-PKI-Cert-Template-OID","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.2050","ms-PKI-Credential-Roaming-Tokens","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1893","ms-PKI-DPAPIMasterKeys","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1430","ms-PKI-Enrollment-Flag","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.2076","ms-PKI-Enrollment-Servers","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1433","ms-PKI-Minimal-Key-Size","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1671","ms-PKI-OID-Attribute","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1672","ms-PKI-OID-CPS","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1712","ms-PKI-OID-LocalizedName","2009-02-11 18:37:13","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1673","ms-PKI-OID-User-Notice","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1431","ms-PKI-Private-Key-Flag","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1675","ms-PKI-RA-Application-Policies","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1438","ms-PKI-RA-Policies","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1429","ms-PKI-RA-Signature","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1892","ms-PKI-RoamingTimeStamp","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.2077","ms-PKI-Site-Name","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1437","ms-PKI-Supersede-Templates","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1435","ms-PKI-Template-Minor-Revision","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1434","ms-PKI-Template-Schema-Version","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1145","msRADIUSCallbackNumber","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1913","ms-RADIUS-FramedInterfaceId","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1153","msRADIUSFramedIPAddress","2009-02-11 18:37:15","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1915","ms-RADIUS-FramedIpv6Prefix","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1917","ms-RADIUS-FramedIpv6Route","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1158","msRADIUSFramedRoute","2009-02-11 18:37:15","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1914","ms-RADIUS-SavedFramedInterfaceId","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1916","ms-RADIUS-SavedFramedIpv6Prefix","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1918","ms-RADIUS-SavedFramedIpv6Route","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1171","msRADIUSServiceType","2009-02-11 18:37:15","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1189","msRASSavedCallbackNumber","2009-02-11 18:37:15","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1190","msRASSavedFramedIPAddress","2009-02-11 18:37:15","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1191","msRASSavedFramedRoute","2009-02-11 18:37:15","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.884","ms-RRAS-Attribute","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.883","ms-RRAS-Vendor-Attribute-Entry","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.323","msSFU-30-Aliases","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.352","msSFU-30-Crypt-Method","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.340","msSFU-30-Domains","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.302","msSFU-30-Field-Separator","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.303","msSFU-30-Intra-Field-Separator","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.350","msSFU-30-Is-Valid-Container","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.301","msSFU-30-Key-Attributes","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.324","msSFU-30-Key-Values","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.306","msSFU-30-Map-Filter","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.307","msSFU-30-Master-Server-Name","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.342","msSFU-30-Max-Gid-Number","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.343","msSFU-30-Max-Uid-Number","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.309","msSFU-30-Name","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.348","msSFU-30-Netgroup-Host-At-Domain","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.349","msSFU-30-Netgroup-User-At-Domain","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.339","msSFU-30-Nis-Domain","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.345","msSFU-30-NSMAP-Field-Position","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.308","msSFU-30-Order-Number","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.346","msSFU-30-Posix-Member","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.347","msSFU-30-Posix-Member-Of","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.305","msSFU-30-Result-Attributes","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.304","msSFU-30-Search-Attributes","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.300","msSFU-30-Search-Container","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.6.18.1.341","msSFU-30-Yp-Servers","2009-02-11 18:37:18","2014-02-18 10:02:46","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1395","MS-SQL-Alias","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1394","MS-SQL-AllowAnonymousSubscription","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1404","MS-SQL-AllowImmediateUpdatingSubscription","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1403","MS-SQL-AllowKnownPullSubscription","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1405","MS-SQL-AllowQueuedUpdatingSubscription","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1406","MS-SQL-AllowSnapshotFilesFTPDownloading","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1378","MS-SQL-AppleTalk","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1400","MS-SQL-Applications","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1368","MS-SQL-Build","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1370","MS-SQL-CharacterSet","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1373","MS-SQL-Clustered","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1383","MS-SQL-ConnectionURL","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1365","MS-SQL-Contact","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1397","MS-SQL-CreationDate","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1393","MS-SQL-Database","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1390","MS-SQL-Description","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1387","MS-SQL-GPSHeight","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1385","MS-SQL-GPSLatitude","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1386","MS-SQL-GPSLongitude","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1392","MS-SQL-InformationDirectory","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1382","MS-SQL-InformationURL","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1401","MS-SQL-Keywords","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1389","MS-SQL-Language","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1398","MS-SQL-LastBackupDate","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1399","MS-SQL-LastDiagnosticDate","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1381","MS-SQL-LastUpdatedDate","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1366","MS-SQL-Location","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1367","MS-SQL-Memory","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1375","MS-SQL-MultiProtocol","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1363","MS-SQL-Name","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1374","MS-SQL-NamedPipe","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1384","MS-SQL-PublicationURL","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1402","MS-SQL-Publisher","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1364","MS-SQL-RegisteredOwner","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1369","MS-SQL-ServiceAccount","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1396","MS-SQL-Size","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1371","MS-SQL-SortOrder","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1376","MS-SQL-SPX","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1380","MS-SQL-Status","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
"attributeSchema","1.2.840.113556.1.4.1377","MS-SQL-TCPIP","2009-02-11 18:37:14","2014-02-18 10:02:45","2009-02-11"
